0,638665264120000000,ПнВтСрЧтПтСбВс,C:\Users\golub\OneDrive\мемы мп3\-blin-zachem-ya-syuda-prishel (1).mp3,
638665192468063013,638665192920000000,ПнВтСрЧтПтСбВс,C:\Users\golub\OneDrive\мемы мп3\cartoon-kisses_fy21nsno.mp3,
